date,CBOE_Total_PCR,CBOE_Index_PCR,CBOE_ETP_PCR,CBOE_Equity_PCR,CBOE_VIX_PCR,CBOE_SPX_PCR
2023-10-19,1.05,1.29,0.94,0.78,0.69,1.38
2023-10-20,1.04,1.2,1.1,0.76,0.87,1.27
2023-10-23,0.89,1.02,1.14,0.52,0.25,1.39
2023-10-24,0.91,1.15,1.02,0.55,0.45,1.29
2023-10-25,1.26,1.24,1.84,0.9,0.73,1.38
2023-10-26,1.12,1.22,1.37,0.77,0.58,1.35
2023-10-27,1.17,1.27,1.43,0.82,0.53,1.55
2023-10-30,1.09,1.13,1.55,0.68,0.28,1.38
2023-10-31,1.09,1.08,1.39,0.82,0.44,1.33
2023-11-01,0.99,1.2,0.88,0.7,0.48,1.36
2023-11-02,1.0,1.16,0.94,0.77,0.82,1.2
2023-11-03,0.91,1.11,1.02,0.54,0.74,1.17
2023-11-06,1.09,1.27,1.1,0.77,0.79,1.42
2023-11-07,0.98,1.13,1.08,0.65,0.88,1.2
2023-11-08,1.18,1.07,1.46,1.18,0.44,1.21
2023-11-09,1.13,1.28,1.2,0.86,0.88,1.36
2023-11-10,1.12,1.2,1.06,1.03,0.93,1.24
2023-11-13,1.13,1.22,1.3,0.88,0.79,1.35
2023-11-14,0.98,1.12,0.96,0.74,1.04,1.13
2023-11-15,0.81,0.94,1.04,0.48,0.27,1.38
2023-11-16,0.91,1.18,0.81,0.64,0.38,1.39
2023-11-17,0.86,1.04,1.13,0.54,0.41,1.46
2023-11-20,0.95,1.19,1.15,0.53,0.57,1.32
2023-11-21,1.07,1.02,1.12,1.1,0.34,1.32
2023-11-22,0.94,1.01,1.11,0.78,0.35,1.22
2023-11-24,1.11,1.3,1.1,0.91,0.46,1.63
2023-11-27,1.12,1.26,1.19,0.87,0.57,1.45
2023-11-28,0.98,1.1,1.0,0.79,0.46,1.31
2023-11-29,0.81,0.99,0.78,0.55,0.36,1.24
2023-11-30,0.89,0.98,1.13,0.6,0.3,1.23
2023-12-01,0.84,0.99,1.13,0.51,0.3,1.2
2023-12-04,0.82,1.04,0.94,0.53,0.21,1.25
2023-12-05,0.91,1.1,0.99,0.57,0.33,1.26
2023-12-06,0.89,1.02,1.11,0.59,0.37,1.22
2023-12-07,0.93,1.17,1.0,0.59,0.5,1.32
2023-12-08,0.89,1.16,0.9,0.56,0.61,1.25
2023-12-11,0.92,1.1,1.11,0.53,0.37,1.44
2023-12-12,0.99,1.27,0.86,0.58,0.81,1.49
2023-12-13,1.01,0.94,0.95,1.16,0.44,1.14
2023-12-14,0.81,1.09,0.73,0.55,0.37,1.28
2023-12-15,0.77,1.01,0.73,0.53,0.22,1.48
2023-12-18,0.96,1.31,1.03,0.57,0.45,1.43
2023-12-19,0.88,1.03,0.96,0.61,0.33,1.23
2023-12-20,0.93,1.05,1.01,0.59,0.35,1.55
2023-12-21,0.94,1.09,1.1,0.58,0.41,1.3
2023-12-22,0.87,1.17,0.97,0.5,0.51,1.31
2023-12-26,0.92,1.27,1.07,0.56,0.35,1.4
2023-12-27,1.08,1.12,1.2,0.96,0.27,1.32
2023-12-28,0.89,1.06,0.97,0.66,0.2,1.24
2023-12-29,0.93,1.21,0.88,0.65,0.48,1.33
2024-01-02,0.94,1.07,1.1,0.65,0.27,1.36
2024-01-03,1.05,1.2,1.22,0.69,0.38,1.37
2024-01-04,0.95,1.1,1.03,0.69,0.53,1.22
2024-01-05,1.18,1.3,1.78,0.7,0.83,1.38
2024-01-08,0.84,0.9,1.08,0.59,0.29,1.23
2024-01-09,0.93,1.09,1.04,0.61,0.46,1.29
2024-01-10,1.28,0.98,1.73,1.55,0.45,1.19
2024-01-11,1.04,1.14,1.13,0.8,0.51,1.25
2024-01-12,0.88,0.81,1.22,0.83,0.19,1.34
2024-01-16,1.01,1.05,1.17,0.84,0.4,1.4
2024-01-17,1.01,1.11,1.19,0.69,0.45,1.42
2024-01-18,0.91,1.17,0.81,0.69,0.5,1.28
2024-01-19,0.88,1.14,0.9,0.59,0.37,1.27
2024-01-22,0.82,1.01,0.99,0.49,0.2,1.34
2024-01-23,0.91,0.9,1.45,0.57,0.42,1.23
2024-01-24,0.97,1.22,0.92,0.67,0.54,1.31
2024-01-25,0.94,1.19,1.02,0.67,0.5,1.3
2024-01-26,0.91,1.08,0.99,0.66,0.21,1.34
2024-01-29,0.94,1.23,1.08,0.57,0.57,1.34
2024-01-30,0.91,1.18,0.84,0.66,0.41,1.44
2024-01-31,0.92,1.11,0.94,0.64,0.62,1.27
2024-02-01,1.0,1.17,1.23,0.64,0.55,1.31
2024-02-02,1.04,1.26,1.39,0.62,0.9,1.3
2024-02-05,0.93,1.09,0.98,0.65,0.37,1.3
2024-02-06,0.82,0.88,0.82,0.73,0.29,1.26
2024-02-07,0.98,1.06,1.34,0.7,0.39,1.35
2024-02-08,0.84,1.01,0.97,0.62,0.49,1.23
2024-02-09,0.82,1.07,0.99,0.48,0.37,1.45
2024-02-12,1.0,1.09,1.65,0.55,0.38,1.35
2024-02-13,0.89,0.89,1.21,0.65,0.28,1.51
2024-02-14,0.96,1.13,1.23,0.57,0.41,1.57
2024-02-15,0.85,0.95,1.14,0.54,0.18,1.29
2024-02-16,0.93,1.34,1.07,0.53,0.36,1.49
2024-02-20,0.93,1.15,1.08,0.55,0.44,1.35
2024-02-21,1.09,1.37,1.1,0.72,0.99,1.45
2024-02-22,0.94,1.08,1.08,0.66,0.38,1.26
2024-02-23,0.96,1.25,0.98,0.66,0.66,1.34
2024-02-26,1.0,1.18,1.26,0.7,0.5,1.38
2024-02-27,0.97,1.24,1.11,0.61,0.68,1.39
2024-02-28,0.87,1.2,1.07,0.48,0.52,1.37
2024-02-29,0.93,1.19,0.92,0.64,0.47,1.28
2024-03-01,0.97,1.13,1.32,0.6,0.38,1.32
2024-03-04,0.86,1.14,0.81,0.64,0.34,1.48
2024-03-05,1.04,1.21,1.11,0.7,0.8,1.32
2024-03-06,1.06,1.18,1.22,0.83,0.36,1.29
2024-03-07,0.95,1.22,1.12,0.56,0.73,1.33
2024-03-08,0.92,1.18,0.95,0.56,0.48,1.4
2024-03-11,1.03,1.34,1.08,0.68,0.61,1.53
2024-03-12,1.07,1.19,1.29,0.68,0.45,1.44
2024-03-13,0.87,1.04,0.94,0.59,0.35,1.46
2024-03-14,0.9,1.09,0.83,0.63,0.41,1.4
2024-03-15,0.8,0.87,0.97,0.61,0.19,1.42
2024-03-18,0.86,1.0,1.18,0.5,0.3,1.51
2024-03-19,1.02,1.13,1.26,0.66,0.61,1.38
2024-03-20,0.98,1.07,1.17,0.72,0.27,1.51
2024-03-21,0.99,1.13,1.22,0.67,0.52,1.35
2024-03-22,1.29,1.38,2.38,0.65,0.69,1.54
2024-03-25,1.02,1.28,1.2,0.7,0.32,1.59
2024-03-26,1.0,1.31,1.04,0.64,0.65,1.52
2024-03-27,1.02,1.29,1.07,0.67,0.68,1.43
2024-03-28,1.19,1.13,2.2,0.56,0.27,1.39
2024-04-01,0.94,1.15,0.97,0.65,0.2,1.41
2024-04-02,0.95,1.19,0.85,0.66,0.68,1.4
2024-04-03,1.06,1.35,1.13,0.69,0.96,1.41
2024-04-04,1.03,1.18,1.15,0.68,0.78,1.35
2024-04-05,1.19,1.51,1.24,0.71,1.13,1.66
2024-04-08,1.02,1.26,1.11,0.64,0.67,1.54
2024-04-09,1.05,1.27,1.08,0.72,0.98,1.38
2024-04-10,1.01,1.11,1.21,0.63,0.49,1.37
2024-04-11,0.98,1.2,1.05,0.63,0.7,1.37
2024-04-12,0.85,0.9,0.89,0.68,0.42,1.44
2024-04-15,0.92,0.98,1.06,0.64,0.44,1.37
2024-04-16,0.83,0.94,0.71,0.73,0.4,1.37
2024-04-17,1.27,1.14,1.72,1.13,0.51,1.39
2024-04-18,0.99,1.27,0.91,0.68,0.73,1.42
2024-04-19,1.03,1.28,1.18,0.65,0.66,1.44
2024-04-22,0.91,1.1,1.05,0.57,0.43,1.36
2024-04-23,1.03,1.24,1.14,0.65,0.86,1.37
2024-04-24,0.94,1.06,1.07,0.71,0.55,1.25
2024-04-25,0.93,1.02,1.12,0.68,0.42,1.23
2024-04-26,1.0,1.41,1.21,0.55,1.37,1.42
2024-04-29,0.93,1.2,1.0,0.61,0.43,1.38
2024-04-30,0.94,1.14,1.09,0.6,0.53,1.27
2024-05-01,1.06,1.19,1.2,0.84,0.57,1.39
2024-05-02,0.99,1.19,1.04,0.73,0.37,1.33
2024-05-03,0.94,1.21,0.98,0.6,0.79,1.37
2024-05-06,1.29,1.24,2.86,0.63,0.73,1.45
2024-05-07,0.99,1.15,1.1,0.72,0.73,1.39
2024-05-08,0.97,1.13,1.11,0.69,0.54,1.36
2024-05-09,0.85,1.04,1.03,0.55,0.43,1.24
2024-05-10,0.9,1.14,0.98,0.6,0.51,1.38
2024-05-13,0.89,1.11,1.13,0.57,0.46,1.46
2024-05-14,0.9,1.17,1.17,0.53,0.73,1.33
2024-05-15,0.88,0.91,1.26,0.57,0.39,1.32
2024-05-16,0.82,1.02,0.77,0.59,0.46,1.34
2024-05-17,0.81,1.1,0.86,0.54,0.49,1.47
2024-05-20,1.0,1.17,1.48,0.53,0.67,1.43
2024-05-21,0.83,0.94,1.02,0.59,0.3,1.4
2024-05-22,0.82,0.93,1.04,0.57,0.17,1.45
2024-05-23,0.9,0.94,1.19,0.65,0.25,1.33
2024-05-24,1.0,1.16,1.28,0.67,0.28,1.45
2024-05-28,0.88,1.08,1.08,0.56,0.3,1.44
2024-05-29,1.0,1.16,1.15,0.68,0.42,1.45
2024-05-30,1.01,1.09,1.1,0.87,0.56,1.26
2024-05-31,0.94,1.08,0.94,0.73,0.56,1.24
2024-06-03,0.89,1.0,1.1,0.58,0.38,1.26
2024-06-04,0.95,1.23,0.88,0.61,0.85,1.29
2024-06-05,0.98,1.07,1.1,0.75,0.41,1.31
2024-06-06,0.99,0.91,2.07,0.59,0.34,1.31
2024-06-07,0.85,1.01,0.95,0.58,0.4,1.27
2024-06-10,0.9,1.12,1.21,0.58,0.51,1.26
2024-06-11,0.88,1.07,0.97,0.59,0.49,1.3
2024-06-12,0.66,1.0,0.45,0.53,0.41,1.23
2024-06-13,0.79,1.06,0.48,0.87,0.31,1.41
2024-06-14,0.93,1.04,1.5,0.58,0.24,1.58
2024-06-17,0.87,1.0,0.98,0.62,0.39,1.32
2024-06-18,0.87,1.07,0.97,0.58,0.32,1.47
2024-06-20,0.87,1.09,0.85,0.62,0.44,1.44
2024-06-21,0.83,1.12,0.81,0.63,0.52,1.34
2024-06-24,0.92,1.22,1.07,0.58,0.3,1.43
